CONTROLN,TARGET_D_PREDICT
133024,0.0
117511,0.0
73353,0.0
44468,0.0
88416,0.0
145644,0.0
32214,7.530786455837706
116550,10.340932322238263
84902,0.0
136356,0.0
122108,0.0
136325,11.223353918392935
58949,0.0
56432,16.425768247729934
82311,13.723554653103198
150374,24.131429255063107
93662,0.0
105010,0.0
78533,0.0
18113,0.0
144350,0.0
190078,22.37489661665136
157354,0.0
149916,0.0
46585,8.906705235211515
24631,11.030198178264857
99357,0.0
44058,12.567767350968225
102554,0.0
77646,0.0
104320,0.0
58104,20.052454027407492
120043,0.0
13920,6.864537231854168
106442,0.0
38292,0.0
111463,24.540085039054496
65924,7.26676829622158
62881,10.869517420163394
27351,8.677905336177265
109011,0.0
11933,10.584644891513332
106881,10.099199436868528
47578,14.445289334715701
119643,0.0
64369,7.575091099983267
60646,0.0
46094,0.0
3075,11.711135758613983
119694,8.897367831364793
7611,24.46860275454123
155568,21.89185444766739
16250,0.0
131413,0.0
101726,12.893699234820723
150368,10.114712641097384
153323,0.0
182407,0.0
132436,0.0
61106,12.662545027257218
110129,11.142059848939384
146158,0.0
14728,14.189314054225758
19787,0.0
26494,5.494585970793171
45823,21.181465336711426
142402,0.0
127929,4.712849707128383
171303,0.0
153200,0.0
25392,11.739796742056116
16535,5.698842190565834
126175,11.758262021723977
12031,2.2762438270412098
101625,0.0
1707,22.65766236273868
167673,0.0
7224,0.0
83228,8.451306179096218
75771,0.0
42771,0.0
61696,5.872052074822648
26619,11.76664647945813
13616,0.0
138024,0.0
114560,3.954867615395111
136561,0.0
15389,0.0
157962,14.191072577274621
103509,12.436197244404408
110531,0.0
8362,7.073729915169933
191720,27.176684925121258
6450,0.0
54238,0.0
14273,10.439828884859512
145747,27.740442204702592
100166,0.0
115106,8.376156792296861
139451,13.253196508299125
171561,11.769224718645411
88141,6.931114858488206
188510,16.481316050266084
43689,7.319302071716416
107575,2.8771709462076487
160232,25.353319807644127
60278,0.0
139503,0.0
112818,0.0
132915,0.0
79760,0.0
159691,11.086568537788589
72198,0.0
133983,0.0
77026,0.0
18720,4.983010410001201
190167,0.0
65443,12.668787314349931
54098,0.0
144647,0.0
18775,0.0
166050,0.0
27680,16.901201129226685
155319,16.985201996729117
60094,0.5972985091674339
50786,0.0
85689,0.0
131310,0.0
134172,0.0
66078,16.58905238059064
75470,10.696505241407774
121697,0.0
153099,23.85921768125351
113619,9.990838267523038
75746,7.816898758027401
53554,31.607573902462534
95674,0.0
134065,0.0
144982,0.0
135325,0.0
88143,0.0
142164,0.0
62038,20.506745249854248
45131,11.608174028849607
119027,0.0
182178,0.0
157765,17.00172676138349
386,0.0
76871,7.514000125757882
16929,0.0
159237,0.0
35668,12.960513624102063
159357,12.938061589435602
119473,0.0
138974,17.60509451061602
64981,7.447599420890279
147046,4.045972888061867
50326,0.0
7335,21.709407392133663
21454,9.19466140261192
140578,0.0
60760,15.65498082583638
139782,13.147818801206459
10764,50.48792019554076
33628,0.0
93846,12.386296790989771
102290,0.0
26318,0.0
119885,0.0
10995,19.58409797501655
143662,14.375572107255048
110134,0.0
168011,0.0
144662,11.054081373252806
127491,0.0
129791,11.637294046625788
49060,0.0
22533,9.546895328289974
191115,0.0
13814,0.0
161221,0.0
133140,13.062777831268463
188961,0.0
154237,0.0
97995,0.0
76260,0.0
94872,3.4052417311880863
133612,0.0
33600,0.0
101668,10.105764242889006
182418,7.681240948506128
30302,0.0
108675,0.0
56179,22.711651349324946
23530,10.829017739353088
96435,6.161552355596076
7012,0.0
53104,8.595828889902862
61952,0.0
135281,14.59787085528552
43859,7.652082384180492
37718,8.419712415051471
45180,12.76331826781539
36796,0.0
62544,0.0
35221,16.638099256085646
174060,16.63692771488937
126743,5.895675963163487
188014,0.0
173395,0.0
22889,0.0
93324,11.225389960469954
110920,0.0
134701,6.709255107961509
116842,5.7572538315065795
6504,26.420807224250918
79262,0.0
46376,22.860870431212092
179682,0.0
119584,0.0
86201,0.0
13560,3.7309048974796823
177749,0.0
34283,0.0
173868,0.0
93485,0.0
132285,0.0
160819,9.822742956101933
191085,0.0
53413,0.0
8016,0.0
31800,0.0
191417,17.920614357599916
88631,21.09012718513565
111195,0.0
3280,10.44911893789229
88997,0.0
82510,0.0
88963,15.702920729177722
104307,0.0
127599,11.316666489726861
163711,20.910223464024615
173740,0.0
81135,0.0
130363,0.0
58348,0.0
33008,9.377802787685809
121368,0.0
187226,17.58354177325704
65600,15.717666993973797
150910,0.0
59054,0.0
36135,13.476228881230504
94531,0.0
189873,14.794634507694887
51931,20.22311427479487
147719,19.383926069064714
59443,9.086048349118425
163035,7.038223454843113
167974,0.0
117716,0.0
33735,0.0
99988,0.0
166926,6.645854044195243
88573,0.0
23059,0.0
177263,0.0
53274,0.0
149007,17.615374323348213
132279,11.247310499822479
38474,0.0
151976,0.0
184844,16.3364172877817
6834,0.0
66486,0.0
103969,11.095548561261705
160059,0.0
158109,19.238670414349542
187422,19.578670451838192
144024,0.0
164298,14.828619890481244
153569,21.42236909144869
133445,0.0
164218,31.57362518131533
11951,10.861048019903588
6481,11.87089199716398
7123,9.792476016576192
189879,0.0
124885,0.0
153831,0.0
117504,0.0
28462,18.380014497181378
69724,0.0
19055,0.0
106741,0.0
185426,0.0
133302,0.0
147898,0.0
130200,0.0
26090,15.005297571025881
99101,7.720521974694195
59474,0.0
58763,0.0
105261,0.21126423213580914
95840,0.0
75454,0.0
94901,0.0
108297,0.0
142660,0.0
3932,0.0
167439,18.761521416586426
177485,0.0
61024,0.0
57143,11.474306953141678
99152,0.0
47345,11.097693029443692
113126,13.423973596838582
75386,0.0
166250,0.0
61183,8.081883982311414
161008,0.0
55959,0.0
25478,14.022641143655427
186746,14.303691803782549
9136,6.107572689476054
127261,0.0
37003,0.0
154907,0.0
143354,21.204740547982638
169915,0.0
76811,0.0
46130,0.0
21768,0.0
135359,13.859189883212997
117826,0.0
27001,8.098699550378953
54661,7.857398923608738
58313,0.0
37610,0.0
189316,14.319927972761874
58240,7.013582790330956
187887,12.611073655908092
90837,0.0
185237,22.34123308552246
121624,0.0
17730,7.686555923387997
179899,14.470710491745079
60408,0.0
141624,9.544361384969044
65547,0.0
22477,21.483609877985344
88308,10.542710450648752
188705,22.48544641741777
156404,0.0
66702,0.0
120250,18.66034336488325
4851,9.295388635563668
49922,17.200519371820317
113853,14.03189111255287
143721,0.0
66727,0.0
79062,0.0
61816,0.0
190826,10.047555522029914
12433,12.816438484648545
51613,0.0
47967,0.0
20034,0.0
113077,0.0
64228,3.287771924632576
36817,0.0
59489,0.0
152213,10.377015888215062
13856,0.0
48423,5.640432303064225
96413,9.00164183580742
50486,26.738771743378923
77718,0.0
22070,0.0
27015,0.0
97037,0.0
147208,0.0
101523,0.0
175965,0.0
139518,16.474506890166037
124519,0.0
75814,0.0
14143,0.0
126087,0.0
159390,0.0
92463,0.0
160860,16.907319348122574
149613,0.0
4244,21.024836119849624
22953,0.0
173659,0.0
97515,7.693944749182396
183308,0.0
185347,8.212972201827085
104540,0.0
139743,0.0
15613,11.06297212125508
35680,9.75906258414403
102626,0.0
20281,4.11765652992977
142250,21.76397084129875
69620,0.0
45483,0.0
107818,0.0
134851,0.0
64408,20.40363180836632
153225,16.40808957733615
95602,0.0
175038,0.0
162172,0.0
155656,9.00257989836507
18567,0.0
52991,0.0
155490,18.054605233240196
604,0.0
2621,0.0
134816,20.52459351667461
157107,20.81886655846516
38285,0.0
44057,9.777049503079933
56370,0.0
3840,13.367940309739808
143211,0.0
65012,0.0
15609,0.0
39959,0.0
122094,8.446711844829629
114302,0.0
135764,0.0
87606,0.0
28193,0.0
182524,0.0
72616,0.0
14230,0.0
38749,0.0
42575,3.1081796537893354
101543,3.979283279086763
161076,0.0
187884,18.659236300527358
83549,0.0
178659,11.174360310641926
130136,14.140329733099392
176356,0.0
165781,0.0
170706,11.618162577065984
71288,3.5462622403549187
162534,11.409372862933182
134866,17.946895758353577
132170,0.0
2734,0.0
81526,12.065243277319617
184979,17.104400286642903
104675,0.0
24342,0.0
110716,0.0
172057,15.148796119388802
152798,23.210976515705042
27363,9.384128135975415
1056,24.187274973568286
36594,5.574447663403442
156518,14.500754790998904
150883,0.0
58829,0.0
109338,5.862947259289916
111276,0.0
93865,10.078325500837543
128146,9.199338080009937
152271,0.0
155389,0.0
54218,8.42009431982768
20796,0.0
136693,0.0
84675,0.0
38276,11.16740040740177
180559,0.0
114647,0.0
157217,32.00791587300847
63210,8.182464265837556
56985,5.080184402271133
135137,6.255507329198316
72052,36.80909842244156
8391,0.0
151839,0.0
72289,0.0
111542,12.873829839583118
11558,2.909176367877091
158701,0.0
68332,3.492033647994784
175904,11.392421922293178
44995,21.906088416308165
190091,12.17619648857998
74966,26.033016809595807
134865,0.0
63918,0.0
41694,12.38898786537745
37229,14.279040351005095
122226,10.555911498558883
92948,13.7152927043117
114640,9.494570909301084
71648,18.063383871157974
100042,4.381265495242944
168533,14.34485458936305
19057,0.0
99883,7.076964814832099
164413,23.545845691904933
156196,16.638339966407187
50118,16.234446574204096
20259,10.185761929856053
188652,14.66080313207849
122010,7.604917653503167
57373,20.59756640017853
83792,21.367948010232816
179368,0.0
78445,0.0
5774,0.0
130238,0.0
6380,15.975682215654878
3254,16.155430772294217
185944,17.616683872413027
190835,0.0
32942,6.379837462766703
143015,0.0
53984,0.0
141168,0.0
19905,0.0
93944,0.0
149115,0.0
177375,0.0
90794,0.0
188139,16.171308725630425
179930,8.619993173946138
131055,0.0
132996,0.0
156547,23.84395149475517
18829,11.231899322337018
87683,0.0
98017,0.0
17506,0.0
79026,17.221631868755857
85823,3.0250681037457277
119094,0.0
25940,12.849944488004324
63500,15.252893507226197
172525,0.0
108627,0.0
109217,16.6175917521363
168922,7.415920030455233
143183,5.274887431561279
21372,0.0
42631,0.0
190878,10.640452737995643
81154,7.128552402255956
124177,14.448212844354705
109018,0.0
126048,5.174831567392403
119638,13.302509342763187
172979,0.0
78412,0.0
179722,10.408692658272908
80409,12.123999706726918
158661,16.66771555661609
106263,0.0
158263,0.0
43874,0.0
70287,0.0
99185,10.13298238965482
147024,3.6101636819340523
161075,0.0
174270,0.0
15862,0.0
156806,0.0
100171,0.0
59229,0.0
92116,25.866402389675144
73793,0.0
26741,0.0
111598,0.0
103512,0.0
63145,15.00064783926987
95087,24.039298801871283
100289,0.0
65011,0.0
118570,0.0
116523,0.0
46138,0.0
1455,0.0
162609,0.0
140868,12.683295838911254
101040,13.49059832569759
13819,27.292962453102675
31133,0.0
55753,9.98981692078623
13222,0.0
147709,8.753211779169892
74724,0.0
158317,15.981398185914022
82392,27.00965408995019
138458,0.0
11206,12.838619022585787
173521,0.0
80332,0.0
172249,0.0
55778,0.0
69238,0.0
170885,5.287429195338488
12960,10.45395312781556
41631,0.0
106278,0.0
42775,13.58460072973076
125679,10.076983463090727
63102,13.55647802562356
185977,0.0
159498,11.649868711546784
128299,0.0
17209,10.06603203215894
162538,16.033823741121154
187859,0.0
18900,4.357946635895594
32758,0.0
153751,0.5279865628303337
67296,0.0
139120,0.0
76787,13.819644832470292
37345,0.0
108896,4.035247732555353
53234,13.505457072510232
43016,0.0
134094,0.0
94404,0.0
184542,22.881506773970273
21505,0.0
58087,0.0
108022,0.0
47863,6.818318178533001
93770,0.0
138336,0.0
3611,15.826406760112926
121225,13.023351249408975
111552,0.0
108790,0.0
108143,14.652200142161673
185568,10.289802111052126
118275,0.0
185008,0.0
182135,13.908011096731501
11752,0.0
51933,0.0
82176,0.0
2449,9.305877046767758
147256,7.424864761820846
45705,27.16692451415485
155956,10.645103368093778
90158,0.0
168772,33.31054385895013
154779,11.39412490734179
162790,0.0
47549,15.995407261248893
37102,11.375656281339552
119666,0.0
47713,9.233688370298307
40742,8.405994854914265
104948,0.0
7736,14.429689903090038
32799,18.273939492771333
47563,8.813570130317068
162887,0.0
63678,18.250932557532106
95483,16.25981377668836
190912,21.8800790496185
109586,13.517482074220052
130618,0.0
36865,0.0
163172,5.641485530705236
153457,21.50134946410639
110682,11.281959049943582
16057,0.0
184183,9.539563632682238
92572,13.886996982937687
36643,7.947729843100431
41168,16.50949868323898
121099,0.0
13091,10.06814396508447
82814,9.28757254761333
140476,0.0
5674,14.155415947594795
95428,0.0
118329,0.0
30363,9.230289339824747
71230,11.515763069861617
24133,0.0
156403,0.0
10639,6.577735380469072
98166,0.0
125705,0.0
5608,12.88917572152841
119938,12.376889850924055
99186,10.046537680250013
159324,22.95447230452746
76859,0.0
49081,7.998689267042163
36400,6.329266080188152
52516,0.0
28421,21.464735447696413
50301,0.0
86783,12.754481624989413
42060,0.0
28625,0.0
131670,22.418004511010075
31023,0.0
177723,14.210876275903304
175176,13.19648641707061
117006,17.175105720722645
177714,0.0
90918,0.0
166021,11.947161192236859
72067,9.713767118560185
68156,0.0
35092,0.0
143418,0.0
152327,20.35246899137828
67432,0.0
97961,0.0
115361,0.0
90954,10.872200929648503
10184,3.253756851714927
33513,0.0
109258,11.746494965275074
167901,0.0
112933,0.0
44040,0.0
762,0.0
181017,5.484746256352073
27424,0.0
9145,24.533271485742194
9900,5.0015978064981805
76354,0.0
39980,10.864771076138311
87951,56.73969352120587
50025,0.0
121540,0.0
126388,13.89622146806875
89141,7.711783848504833
178297,10.599686062211397
1665,13.97781866241251
273,0.0
84412,0.0
14900,9.849732858617282
85628,0.0
8698,13.982050371919982
171443,0.0
58579,0.0
39170,0.0
19558,0.0
84172,0.0
4774,17.413231744461076
1205,0.0
17870,11.164783494405494
187669,6.931600464944822
96290,10.774935780762599
121597,0.0
186867,8.98944551880328
124928,0.0
17603,18.361318064629494
59512,11.078785572154413
172441,12.259904998698717
43834,12.382465080928437
107364,0.0
152003,26.599802165442757
38822,10.973710922689794
175158,0.0
83074,6.7110653453855615
52435,17.979935228695652
181562,14.762955019754292
111299,0.0
90580,15.737219926757795
109008,0.0
87782,0.0
44701,0.0
159084,11.196302586156566
59991,19.540858744954768
55026,0.0
6081,0.0
185463,21.30425286939733
162360,11.663353464280869
149283,16.49875878911062
956,0.0
34950,0.0
118928,0.0
156992,10.336207000714232
68141,0.0
37263,11.304255519450567
82932,0.0
62780,0.0
104270,14.633668901588589
74256,10.08329795786172
145849,0.0
15016,0.0
141090,24.803803476801015
26276,0.0
131455,3.891216349039075
186327,17.12112039325699
75800,6.852240132469715
189479,15.294555111436708
50418,0.0
104894,13.410257327347013
168935,8.521379526990348
11469,18.33132869994872
185942,15.776968906303718
2545,13.335777576399428
187897,0.0
106767,18.47034397030836
175694,24.489811232942447
98610,0.0
23940,15.324658781440478
37850,0.0
97877,10.857743347352317
64168,0.0
91574,10.055094205470523
120759,0.0
168241,14.653928872263435
125997,0.0
26595,20.816105699252496
88212,0.0
89594,0.0
105475,3.028211265912793
11660,9.465495335873554
60008,0.0
34482,0.0
36295,0.0
57445,10.498592520312975
827,0.0
67934,0.0
82771,10.855786492993293
120223,0.0
191130,0.0
67874,0.0
58845,3.802074792850183
132613,0.0
22320,15.801727200026873
28916,12.535473655103472
27859,0.0
79173,0.0
137996,0.0
121401,16.311654793817144
74881,0.0
4177,0.0
105387,0.0
53221,0.0
107134,0.0
121646,0.0
5406,16.531824299556412
2571,5.605604658344156
78495,0.0
28486,5.54670065885745
48519,0.0
73462,0.0
161344,0.0
88720,25.383396227461745
56144,11.905370886325594
93576,16.88700209173331
89257,14.529544626770791
18214,0.0
176478,18.562492930634907
129610,0.0
170612,14.028709645561994
37889,14.37068065002182
190139,0.0
60636,0.0
177561,14.613283666472846
185899,13.110574619304465
148691,0.0
147852,20.553845209233486
5709,15.481288446213824
13449,17.887926639056083
65727,0.0
113056,0.0
126125,0.0
64411,0.0
86870,0.0
8201,0.0
179975,0.0
145448,0.0
147624,0.0
7248,12.600172873536192
9307,12.902866752243977
36332,7.446322993633631
129297,18.18621846789921
96336,6.276316340922783
13684,17.336769724643936
68430,0.0
18996,5.358467501660057
171460,10.755356153153285
60989,13.495558296681818
162697,15.962127615608683
115754,11.179396957246745
77500,0.0
113868,14.865254595541437
31935,15.277079411847987
132867,0.0
45179,0.0
115027,9.202029145411467
150746,0.0
63421,0.0
164554,19.561168410565504
23087,0.0
141946,0.0
181760,0.0
109925,0.0
65463,0.0
49335,0.0
93587,0.0
96856,10.124796586989547
84802,9.914504717256428
153690,21.074958870821263
40923,0.0
82096,0.0
177549,0.0
127520,0.0
54626,0.0
131042,0.0
74478,10.349842515509492
39272,0.0
34298,0.0
145615,10.735994255756985
179190,12.121398706049373
51325,0.0
1096,13.541162405699469
48388,0.0
3681,0.0
74919,8.428714968693175
145983,6.209124095650534
112426,18.016135526038997
18094,24.62695099549385
121360,0.0
179878,11.007957800508368
124393,13.616850133888674
56242,0.0
37626,0.0
7777,0.0
119517,7.038072600676012
83699,0.0
85504,0.0
140372,0.0
97906,0.0
38623,0.0
52645,12.073510622633481
169295,0.0
50942,0.0
81595,8.42933718789633
95218,4.256048599869029
14881,0.0
174701,17.72163960148943
176979,0.0
187733,8.610884580419746
167273,0.0
182367,0.0
41911,4.83004381241053
143538,0.0
61541,0.0
155134,20.024244816926494
51059,0.0
42745,0.0
145910,15.197927871524332
52905,0.0
171298,0.0
75724,4.843093339087703
44809,0.0
59087,0.0
25007,0.0
27177,0.0
14924,18.407924684222532
131662,15.555482323373797
252,0.0
168033,14.228230586357311
1082,0.0
87111,0.0
43297,0.0
167602,20.530958137205907
103845,0.0
99939,0.0
111031,13.797694680098726
173942,0.0
77846,0.0
83947,0.0
124109,0.0
176879,0.0
152902,15.792877944485278
86263,17.273388943113975
189818,19.580918274033827
185160,25.14738209641304
132961,9.925192377414843
105795,3.5031545029745743
111489,0.0
17322,0.0
160874,0.0
39189,11.203406370947086
181978,0.0
123372,11.55874603778871
88806,15.861462285527749
114842,0.0
130147,0.0
102171,0.0
42920,0.0
108730,0.0
43766,15.995083804425892
112490,0.0
164327,0.0
139550,0.0
55996,0.0
152868,0.0
182381,0.0
144935,22.00429573348065
155510,21.0220245408714
35336,0.0
90422,0.0
144917,0.0
76992,15.169549153474943
42087,10.521998839413266
41197,0.0
29339,0.0
165163,8.07249390810614
65834,11.046103486321297
154001,21.52506263255189
161582,10.014821716707857
89936,0.0
145322,21.148480756375598
37089,14.465916633741958
82971,0.0
17270,0.0
64921,0.0
118389,0.0
14761,21.96485166417718
178675,0.0
1943,13.467561917037113
61061,2.8903362183944186
47900,0.0
76388,9.96285308232967
113558,14.865742926137909
52293,0.0
132352,5.432772876268814
82190,5.35360362904505
145923,20.920857516494685
29714,0.0
35321,13.40601178744527
40064,0.0
8396,15.469563766444283
148818,30.233975517718314
15506,0.0
18744,0.0
117732,8.795069995080574
60624,0.0
168655,0.0
65147,7.92125663728887
162265,23.76475806765444
3274,8.985894434465955
174684,5.937465822699753
179657,0.0
65401,0.0
120294,10.012786378158996
125111,24.125440180550825
107348,0.0
130346,12.08344394444792
64383,6.399779433564907
149646,0.0
107480,10.171995708394103
94829,11.310248133137502
75671,0.0
84583,21.502053443156864
121110,11.327178253867828
186143,10.037554008635388
74298,5.447472112435859
112176,0.0
154032,0.0
24583,12.033216900412029
69982,0.0
173561,11.701493689084469
109875,14.792040430338595
120627,0.0
134013,0.0
123517,0.0
96839,5.773223322908629
102823,9.408767988818138
33103,9.181774897428925
164161,12.834108074442009
140165,13.424754990963045
11286,20.361861706942655
111482,17.678001340928855
64220,0.0
52845,13.151203039230142
76342,7.948389004155228
19270,0.0
110419,0.0
118615,20.253709044471425
128278,9.339317073597993
90197,18.93739173382288
158076,0.0
101386,9.402700511793768
183504,0.0
148741,0.0
150983,0.0
137523,30.67237982746091
189120,19.65847437049245
104946,0.0
4562,19.326666060436796
86079,2.750741177209873
122453,13.659590765611032
33074,22.827154936416516
115707,0.0
156839,0.0
161624,28.088163672008648
36037,0.0
179579,0.0
146216,0.0
107231,0.0
188459,0.0
76737,16.775593935367386
25100,0.0
19799,0.0
3982,0.0
14197,0.0
156087,22.969510111753547
61411,0.0
90442,0.0
174016,12.63892819922106
127227,11.385825491835782
166846,0.0
179804,0.0
123162,0.0
28491,0.0
178467,8.391106502090302
42699,11.205889346331864
153882,0.0
3779,11.989725059925465
185067,12.00563381373714
18437,10.278881629345374
98493,0.0
20395,13.537466919653962
88975,0.0
143450,24.490529661039673
101169,0.0
45505,6.076793987015693
32630,0.0
52473,0.0
31268,0.0
187693,13.916307240296533
173720,20.879221159495405
117782,0.0
100708,11.172677872443238
119289,11.917408548001088
125497,0.0
2572,7.131370931013656
87999,0.0
185231,0.0
145522,11.775034176234353
127906,11.548031743510053
106054,0.0
43167,14.325072599594474
189071,15.607323435590331
167535,18.399943957152065
70353,0.0
92680,0.0
89806,0.0
60609,0.0
62584,0.0
26688,7.44141444557561
23650,0.0
53206,10.0161261736454
104419,6.681646532761045
175284,0.0
75100,6.530486851138617
130927,0.0
109732,0.0
27648,18.97713266940805
16595,0.0
45448,12.577113370495857
24934,0.0
70430,6.946372622882755
133628,11.689805841592861
56726,6.4414344787777065
16016,11.116137500397825
154899,16.11278007885368
183872,9.49557601078805
141978,25.374347837905688
97782,7.819065919763676
127926,19.621740399879243
73547,0.0
106154,0.0
34340,11.957805235318553
51753,0.0
149845,18.371910704525675
27003,0.0
89193,15.439737987802776
19180,0.0
160169,11.679826496354176
114581,8.95249570435239
179429,0.0
151993,0.0
71032,0.0
77113,12.89289807484682
52325,0.0
34890,0.0
190617,10.764548646586736
121612,18.332713195462826
108428,16.80214178044361
142413,17.619610660368444
117670,4.0565918073559395
93303,0.0
11570,16.747728415526648
78823,0.0
158800,0.0
150000,20.26347831233301
56706,0.0
30174,12.197284248564888
59509,0.0
69456,21.901095535772697
175647,15.392306452252475
179577,9.394804680011067
54643,0.0
67544,0.0
21028,7.760052671766049
80680,14.27121129261143
97511,0.0
32815,9.856044213806005
42760,11.94315350310251
144108,0.0
51852,7.714578603581423
165552,11.173288510745099
10376,13.030449805901863
89786,4.048325680364728
107688,7.367136915507903
27031,0.0
190765,0.0
63018,0.0
11546,14.569387229499739
120672,0.0
176486,7.218864961986295
91479,0.0
57356,1.5636120676408467
101838,0.0
189775,4.4998747686859595
38848,14.517934673103086
149041,0.0
175913,0.0
117814,7.803382869205633
100178,0.0
105504,0.0
9670,18.79778099333984
115355,27.618091673674037
148306,19.71061988395231
92322,17.832276182530155
148693,0.0
176605,0.0
108448,0.0
83829,0.0
55637,0.0
119183,17.950605954577664
176414,15.527569812496305
99858,11.549992773842023
184467,0.0
76926,24.98077500820783
14766,0.0
122732,17.451923579571858
146679,3.6772685480539273
100661,0.0
86504,0.0
146247,0.0
87931,7.5567474465652325
117943,0.0
85012,0.0
95222,0.0
121665,9.150950236494236
21327,12.889082512564428
17376,0.0
116704,0.0
53694,0.0
77179,10.290100386973274
29096,0.0
94763,0.0
49765,0.0
90325,10.615355627133177
185768,13.500163221889895
136784,0.0
71722,0.0
76946,2.7897986974655797
17015,0.0
49156,0.0
43312,0.0
27293,17.774073429784405
33188,0.0
190453,0.0
119858,0.0
154163,0.0
175727,12.747276397069175
154376,19.880825114313446
39620,13.716747654217489
110057,0.0
174149,15.66121516022632
20340,22.422164007397342
155527,0.0
152926,23.196513431627466
107731,16.229704864012817
157818,10.152619934085628
45648,12.625872699416783
54860,16.83923364603392
191367,13.875754846956596
100678,0.0
189060,20.647735087051156
102254,0.0
41812,13.270280444405863
139893,0.0
157734,0.0
91529,0.0
80130,20.69111083675108
134479,18.017752142579027
104336,0.0
88664,0.0
49798,0.0
20072,10.376326296012031
41671,0.0
99311,9.663037433227924
187246,21.22357476872585
43437,0.0
139370,6.873765821632745
117324,0.0
30787,0.0
54108,7.104706089985013
90123,0.0
121868,0.0
120914,0.0
8285,13.690718977722666
77276,0.0
13393,0.0
174533,17.756626392761973
184089,0.0
113410,0.0
3334,11.791488929165489
71835,0.0
40114,0.0
17694,0.0
31875,6.0578641536823135
60000,5.481833250460914
147476,43.06393566739551
68386,14.586619732862351
87274,10.033202121446871
84621,11.421583638177982
170484,0.0
98846,5.998898131115753
149735,9.264051114975345
33345,20.71835126954313
53594,14.914723143289354
91907,14.810362579217328
116110,0.0
62577,7.340494202937181
148884,0.0
117393,21.240246375987613
111302,0.0
110984,0.0
19646,0.0
62697,9.338681876820646
92753,0.0
116551,10.808802217433962
113800,0.0
137103,0.0
140318,0.0
157165,4.218184678093406
4071,6.000811815384466
6911,11.211612582405795
72583,0.0
10049,22.95720343440786
149862,16.604280521654054
99028,17.259479888488716
78015,0.0
178206,0.0
177936,0.0
126012,5.861591920488333
50010,0.0
50959,14.230126895508151
165905,9.506464659189938
135247,11.123621559639687
45087,7.768947941290257
67215,0.0
57122,0.0
178510,0.0
37053,0.0
74705,0.0
37508,0.0
17917,9.3515657928616
136739,0.0
130402,0.0
148774,0.0
18957,16.610439335689648
135122,0.0
152377,0.0
2059,21.715183524888296
84991,9.34208319349097
144869,11.026135442607181
142531,0.0
33740,0.0
82951,9.059664247703207
69374,14.415674312399812
18394,0.0
52317,0.0
64887,0.0
190055,6.133089664043933
32418,0.0
63789,0.0
90207,0.0
11050,0.0
144478,0.0
65646,0.0
114273,0.0
135967,0.0
37025,0.0
44950,16.38224400726109
191459,0.0
35414,13.106508705523035
17101,7.457305160149579
42492,0.0
122650,0.0
118084,0.0
142044,0.0
51882,0.0
48679,23.453617956218704
62078,0.0
54188,0.0
27220,4.563946337454002
178329,26.506763285896774
45219,12.670367615739643
25467,0.0
14859,13.704435130801262
126762,0.0
120239,11.68205749253966
76531,1.6179966452167331
35329,12.610952811070948
83980,11.078998490547528
164769,0.0
67426,0.0
110927,13.46474984801906
121024,0.0
133642,17.464938392698574
